feature,grid_value,species,mean_count
primary_habitat,3.7185,Red Drum (Recruit),38.243769
primary_habitat,3.7185,Red Drum (Sub-adult),334.437611
primary_habitat,4.0045,Sheepshead (Adult),319.47824
primary_habitat,4.0045,Sheepshead (Recruit),30.41284
primary_habitat,4.0045,Blue Crab (Recruit),433.027767
primary_habitat,4.0045,Common Snook (Adult),645.153185
primary_habitat,4.0045,Common Snook (Sub-adult),12.07568
primary_habitat,4.0045,Spotted Seatrout (Adult),139.780012
primary_habitat,4.0045,Spotted Seatrout (Recruit),506.64953
primary_habitat,4.0045,Gray Snapper (Recruit),56.570886
primary_habitat,4.0045,Gray Snapper (Sub-adult),95.470196
primary_habitat,4.0045,Gag Grouper (Sub-adult),24.709074
primary_habitat,4.0045,Red Drum (Recruit),38.217908
primary_habitat,4.0045,Red Drum (Sub-adult),333.886391
primary_habitat,4.2906,Sheepshead (Adult),320.488333
primary_habitat,4.2906,Sheepshead (Recruit),30.437569
primary_habitat,4.2906,Blue Crab (Recruit),431.220886
primary_habitat,4.2906,Common Snook (Adult),645.34095
primary_habitat,4.2906,Common Snook (Sub-adult),12.058964
primary_habitat,4.2906,Spotted Seatrout (Adult),140.780132
primary_habitat,4.2906,Spotted Seatrout (Recruit),509.832329
primary_habitat,4.2906,Gray Snapper (Recruit),56.871678
primary_habitat,4.2906,Gray Snapper (Sub-adult),95.108627
primary_habitat,4.2906,Gag Grouper (Sub-adult),24.768062
primary_habitat,4.2906,Red Drum (Recruit),38.207191
primary_habitat,4.2906,Red Drum (Sub-adult),333.291435
primary_habitat,4.5766,Sheepshead (Adult),321.465208
primary_habitat,4.5766,Sheepshead (Recruit),30.451528
primary_habitat,4.5766,Blue Crab (Recruit),429.4519
primary_habitat,4.5766,Common Snook (Adult),645.654781
primary_habitat,4.5766,Common Snook (Sub-adult),12.043289
primary_habitat,4.5766,Spotted Seatrout (Adult),141.821781
primary_habitat,4.5766,Spotted Seatrout (Recruit),512.9151
primary_habitat,4.5766,Gray Snapper (Recruit),57.154662
primary_habitat,4.5766,Gray Snapper (Sub-adult),94.724662
primary_habitat,4.5766,Gag Grouper (Sub-adult),24.823272
primary_habitat,4.5766,Red Drum (Recruit),38.18887
primary_habitat,4.5766,Red Drum (Sub-adult),332.694321
primary_habitat,4.8626,Sheepshead (Adult),322.479738
primary_habitat,4.8626,Sheepshead (Recruit),30.474617
primary_habitat,4.8626,Blue Crab (Recruit),427.691929
primary_habitat,4.8626,Common Snook (Adult),645.903652
primary_habitat,4.8626,Common Snook (Sub-adult),12.037497
primary_habitat,4.8626,Spotted Seatrout (Adult),142.935923
primary_habitat,4.8626,Spotted Seatrout (Recruit),516.198679
primary_habitat,4.8626,Gray Snapper (Recruit),57.489758
primary_habitat,4.8626,Gray Snapper (Sub-adult),94.31341
primary_habitat,4.8626,Gag Grouper (Sub-adult),24.86322
primary_habitat,4.8626,Red Drum (Recruit),38.167491
primary_habitat,4.8626,Red Drum (Sub-adult),332.18182
primary_habitat,5.1487,Sheepshead (Adult),323.481557
primary_habitat,5.1487,Sheepshead (Recruit),30.486143
primary_habitat,5.1487,Blue Crab (Recruit),426.041561
primary_habitat,5.1487,Common Snook (Adult),646.058155
primary_habitat,5.1487,Common Snook (Sub-adult),12.032172
primary_habitat,5.1487,Spotted Seatrout (Adult),144.068943
primary_habitat,5.1487,Spotted Seatrout (Recruit),519.334808
primary_habitat,5.1487,Gray Snapper (Recruit),57.854278
primary_habitat,5.1487,Gray Snapper (Sub-adult),93.872344
primary_habitat,5.1487,Gag Grouper (Sub-adult),24.900555
primary_habitat,5.1487,Red Drum (Recruit),38.159576
primary_habitat,5.1487,Red Drum (Sub-adult),331.62656
primary_habitat,5.4347,Sheepshead (Adult),324.437922
primary_habitat,5.4347,Sheepshead (Recruit),30.461573
primary_habitat,5.4347,Blue Crab (Recruit),424.36948
primary_habitat,5.4347,Common Snook (Adult),646.290089
primary_habitat,5.4347,Common Snook (Sub-adult),12.03911
primary_habitat,5.4347,Spotted Seatrout (Adult),145.224058
primary_habitat,5.4347,Spotted Seatrout (Recruit),522.491896
primary_habitat,5.4347,Gray Snapper (Recruit),58.210923
primary_habitat,5.4347,Gray Snapper (Sub-adult),93.415441
primary_habitat,5.4347,Gag Grouper (Sub-adult),24.922589
primary_habitat,5.4347,Red Drum (Recruit),38.129137
primary_habitat,5.4347,Red Drum (Sub-adult),331.107327
secondary_habitat,-0.0,Sheepshead (Adult),313.73041
secondary_habitat,-0.0,Sheepshead (Recruit),28.038548
secondary_habitat,-0.0,Blue Crab (Recruit),460.196785
secondary_habitat,-0.0,Common Snook (Adult),656.937439
secondary_habitat,-0.0,Common Snook (Sub-adult),11.714354
secondary_habitat,-0.0,Spotted Seatrout (Adult),130.19006
secondary_habitat,-0.0,Spotted Seatrout (Recruit),460.980909
secondary_habitat,-0.0,Gray Snapper (Recruit),51.234128
secondary_habitat,-0.0,Gray Snapper (Sub-adult),99.933783
secondary_habitat,-0.0,Gag Grouper (Sub-adult),23.226852
secondary_habitat,-0.0,Red Drum (Recruit),37.954697
secondary_habitat,-0.0,Red Drum (Sub-adult),340.737755
secondary_habitat,0.2851,Sheepshead (Adult),313.076933
secondary_habitat,0.2851,Sheepshead (Recruit),28.388584
secondary_habitat,0.2851,Blue Crab (Recruit),457.325081
secondary_habitat,0.2851,Common Snook (Adult),655.04896
secondary_habitat,0.2851,Common Snook (Sub-adult),11.819361
secondary_habitat,0.2851,Spotted Seatrout (Adult),129.856462
secondary_habitat,0.2851,Spotted Seatrout (Recruit),463.568497
secondary_habitat,0.2851,Gray Snapper (Recruit),51.889253
secondary_habitat,0.2851,Gray Snapper (Sub-adult),99.435095
secondary_habitat,0.2851,Gag Grouper (Sub-adult),23.273797
secondary_habitat,0.2851,Red Drum (Recruit),38.0441
secondary_habitat,0.2851,Red Drum (Sub-adult),340.151089
secondary_habitat,0.5703,Sheepshead (Adult),312.369315
secondary_habitat,0.5703,Sheepshead (Recruit),28.733274
secondary_habitat,0.5703,Blue Crab (Recruit),454.407879
secondary_habitat,0.5703,Common Snook (Adult),653.186296
secondary_habitat,0.5703,Common Snook (Sub-adult),11.921511
secondary_habitat,0.5703,Spotted Seatrout (Adult),129.532511
secondary_habitat,0.5703,Spotted Seatrout (Recruit),466.207777
secondary_habitat,0.5703,Gray Snapper (Recruit),52.562546
secondary_habitat,0.5703,Gray Snapper (Sub-adult),98.945513
secondary_habitat,0.5703,Gag Grouper (Sub-adult),23.3265
secondary_habitat,0.5703,Red Drum (Recruit),38.139974
secondary_habitat,0.5703,Red Drum (Sub-adult),339.51054
secondary_habitat,0.8554,Sheepshead (Adult),311.68856
secondary_habitat,0.8554,Sheepshead (Recruit),29.070402
secondary_habitat,0.8554,Blue Crab (Recruit),451.636417
secondary_habitat,0.8554,Common Snook (Adult),651.236492
secondary_habitat,0.8554,Common Snook (Sub-adult),12.025607
secondary_habitat,0.8554,Spotted Seatrout (Adult),129.234135
secondary_habitat,0.8554,Spotted Seatrout (Recruit),468.657478
secondary_habitat,0.8554,Gray Snapper (Recruit),53.220775
secondary_habitat,0.8554,Gray Snapper (Sub-adult),98.450063
secondary_habitat,0.8554,Gag Grouper (Sub-adult),23.365527
secondary_habitat,0.8554,Red Drum (Recruit),38.255819
secondary_habitat,0.8554,Red Drum (Sub-adult),338.885036
secondary_habitat,1.1406,Sheepshead (Adult),311.041294
secondary_habitat,1.1406,Sheepshead (Recruit),29.410221
secondary_habitat,1.1406,Blue Crab (Recruit),448.817211
secondary_habitat,1.1406,Common Snook (Adult),649.372803
secondary_habitat,1.1406,Common Snook (Sub-adult),12.119721
secondary_habitat,1.1406,Spotted Seatrout (Adult),128.93322
secondary_habitat,1.1406,Spotted Seatrout (Recruit),471.277788
secondary_habitat,1.1406,Gray Snapper (Recruit),53.88954
secondary_habitat,1.1406,Gray Snapper (Sub-adult),97.99511
secondary_habitat,1.1406,Gag Grouper (Sub-adult),23.410195
secondary_habitat,1.1406,Red Drum (Recruit),38.356476
secondary_habitat,1.1406,Red Drum (Sub-adult),338.269527
secondary_habitat,1.4257,Sheepshead (Adult),310.373229
secondary_habitat,1.4257,Sheepshead (Recruit),29.737947
secondary_habitat,1.4257,Blue Crab (Recruit),446.132896
secondary_habitat,1.4257,Common Snook (Adult),647.459673
secondary_habitat,1.4257,Common Snook (Sub-adult),12.213557
secondary_habitat,1.4257,Spotted Seatrout (Adult),128.661232
secondary_habitat,1.4257,Spotted Seatrout (Recruit),473.722191
secondary_habitat,1.4257,Gray Snapper (Recruit),54.548311
secondary_habitat,1.4257,Gray Snapper (Sub-adult),97.536674
secondary_habitat,1.4257,Gag Grouper (Sub-adult),23.443034
secondary_habitat,1.4257,Red Drum (Recruit),38.477806
secondary_habitat,1.4257,Red Drum (Sub-adult),337.675797
secondary_habitat,1.7109,Sheepshead (Adult),309.712481
secondary_habitat,1.7109,Sheepshead (Recruit),30.069382
secondary_habitat,1.7109,Blue Crab (Recruit),443.456402
secondary_habitat,1.7109,Common Snook (Adult),645.593014
secondary_habitat,1.7109,Common Snook (Sub-adult),12.309985
secondary_habitat,1.7109,Spotted Seatrout (Adult),128.392309
secondary_habitat,1.7109,Spotted Seatrout (Recruit),476.047415
secondary_habitat,1.7109,Gray Snapper (Recruit),55.20874
secondary_habitat,1.7109,Gray Snapper (Sub-adult),97.091056
secondary_habitat,1.7109,Gag Grouper (Sub-adult),23.475454
secondary_habitat,1.7109,Red Drum (Recruit),38.598191
secondary_habitat,1.7109,Red Drum (Sub-adult),337.116051
secondary_habitat,1.996,Sheepshead (Adult),309.012705
secondary_habitat,1.996,Sheepshead (Recruit),30.397875
secondary_habitat,1.996,Blue Crab (Recruit),440.767673
secondary_habitat,1.996,Common Snook (Adult),643.688801
secondary_habitat,1.996,Common Snook (Sub-adult),12.395517
secondary_habitat,1.996,Spotted Seatrout (Adult),128.133625
secondary_habitat,1.996,Spotted Seatrout (Recruit),478.378759
secondary_habitat,1.996,Gray Snapper (Recruit),55.870223
secondary_habitat,1.996,Gray Snapper (Sub-adult),96.654513
secondary_habitat,1.996,Gag Grouper (Sub-adult),23.502746
secondary_habitat,1.996,Red Drum (Recruit),38.713366
secondary_habitat,1.996,Red Drum (Sub-adult),336.526917
secondary_habitat,2.2812,Sheepshead (Adult),308.319583
secondary_habitat,2.2812,Sheepshead (Recruit),30.739776
secondary_habitat,2.2812,Blue Crab (Recruit),438.152294
secondary_habitat,2.2812,Common Snook (Adult),641.906364
secondary_habitat,2.2812,Common Snook (Sub-adult),12.470432
secondary_habitat,2.2812,Spotted Seatrout (Adult),127.855145
secondary_habitat,2.2812,Spotted Seatrout (Recruit),480.657093
secondary_habitat,2.2812,Gray Snapper (Recruit),56.524414
secondary_habitat,2.2812,Gray Snapper (Sub-adult),96.214615
secondary_habitat,2.2812,Gag Grouper (Sub-adult),23.525652
secondary_habitat,2.2812,Red Drum (Recruit),38.820753
secondary_habitat,2.2812,Red Drum (Sub-adult),335.942039
secondary_habitat,2.5663,Sheepshead (Adult),307.594733
secondary_habitat,2.5663,Sheepshead (Recruit),31.074461
secondary_habitat,2.5663,Blue Crab (Recruit),435.635586
secondary_habitat,2.5663,Common Snook (Adult),640.04464
secondary_habitat,2.5663,Common Snook (Sub-adult),12.558817
secondary_habitat,2.5663,Spotted Seatrout (Adult),127.63349
secondary_habitat,2.5663,Spotted Seatrout (Recruit),482.874651
secondary_habitat,2.5663,Gray Snapper (Recruit),57.187543
secondary_habitat,2.5663,Gray Snapper (Sub-adult),95.790511
secondary_habitat,2.5663,Gag Grouper (Sub-adult),23.555852
secondary_habitat,2.5663,Red Drum (Recruit),38.934518
secondary_habitat,2.5663,Red Drum (Sub-adult),335.365555
secondary_habitat,2.8515,Sheepshead (Adult),306.835598
secondary_habitat,2.8515,Sheepshead (Recruit),31.401982
secondary_habitat,2.8515,Blue Crab (Recruit),433.253662
secondary_habitat,2.8515,Common Snook (Adult),638.149441
secondary_habitat,2.8515,Common Snook (Sub-adult),12.640881
secondary_habitat,2.8515,Spotted Seatrout (Adult),127.383566
secondary_habitat,2.8515,Spotted Seatrout (Recruit),484.988325
secondary_habitat,2.8515,Gray Snapper (Recruit),57.831302
secondary_habitat,2.8515,Gray Snapper (Sub-adult),95.373011
secondary_habitat,2.8515,Gag Grouper (Sub-adult),23.567562
secondary_habitat,2.8515,Red Drum (Recruit),39.066927
secondary_habitat,2.8515,Red Drum (Sub-adult),334.71106
secondary_habitat,3.1366,Sheepshead (Adult),306.03884
secondary_habitat,3.1366,Sheepshead (Recruit),31.742707
secondary_habitat,3.1366,Blue Crab (Recruit),430.964214
secondary_habitat,3.1366,Common Snook (Adult),636.226635
secondary_habitat,3.1366,Common Snook (Sub-adult),12.725461
secondary_habitat,3.1366,Spotted Seatrout (Adult),127.179344
secondary_habitat,3.1366,Spotted Seatrout (Recruit),487.025085
secondary_habitat,3.1366,Gray Snapper (Recruit),58.482122
secondary_habitat,3.1366,Gray Snapper (Sub-adult),94.953698
secondary_habitat,3.1366,Gag Grouper (Sub-adult),23.582715
secondary_habitat,3.1366,Red Drum (Recruit),39.178975
secondary_habitat,3.1366,Red Drum (Sub-adult),334.041096
secondary_habitat,3.4218,Sheepshead (Adult),305.251717
secondary_habitat,3.4218,Sheepshead (Recruit),32.054002
secondary_habitat,3.4218,Blue Crab (Recruit),428.731617
secondary_habitat,3.4218,Common Snook (Adult),634.236912
secondary_habitat,3.4218,Common Snook (Sub-adult),12.800081
secondary_habitat,3.4218,Spotted Seatrout (Adult),126.966427
secondary_habitat,3.4218,Spotted Seatrout (Recruit),488.978466
secondary_habitat,3.4218,Gray Snapper (Recruit),59.148013
secondary_habitat,3.4218,Gray Snapper (Sub-adult),94.516986
secondary_habitat,3.4218,Gag Grouper (Sub-adult),23.590047
secondary_habitat,3.4218,Red Drum (Recruit),39.324512
secondary_habitat,3.4218,Red Drum (Sub-adult),333.346523
secondary_habitat,3.7069,Sheepshead (Adult),304.402448
secondary_habitat,3.7069,Sheepshead (Recruit),32.375609
secondary_habitat,3.7069,Blue Crab (Recruit),426.527687
secondary_habitat,3.7069,Common Snook (Adult),632.259569
secondary_habitat,3.7069,Common Snook (Sub-adult),12.88228
secondary_habitat,3.7069,Spotted Seatrout (Adult),126.703417
secondary_habitat,3.7069,Spotted Seatrout (Recruit),490.937695
secondary_habitat,3.7069,Gray Snapper (Recruit),59.809543
secondary_habitat,3.7069,Gray Snapper (Sub-adult),94.0517
secondary_habitat,3.7069,Gag Grouper (Sub-adult),23.605924
secondary_habitat,3.7069,Red Drum (Recruit),39.4622
secondary_habitat,3.7069,Red Drum (Sub-adult),332.576782
secondary_habitat,3.9921,Sheepshead (Adult),303.550552
secondary_habitat,3.9921,Sheepshead (Recruit),32.712475
secondary_habitat,3.9921,Blue Crab (Recruit),424.341404
secondary_habitat,3.9921,Common Snook (Adult),630.245872
secondary_habitat,3.9921,Common Snook (Sub-adult),12.948374
secondary_habitat,3.9921,Spotted Seatrout (Adult),126.448372
secondary_habitat,3.9921,Spotted Seatrout (Recruit),492.898758
secondary_habitat,3.9921,Gray Snapper (Recruit),60.474257
secondary_habitat,3.9921,Gray Snapper (Sub-adult),93.588299
secondary_habitat,3.9921,Gag Grouper (Sub-adult),23.622668
secondary_habitat,3.9921,Red Drum (Recruit),39.579926
secondary_habitat,3.9921,Red Drum (Sub-adult),331.818508
secondary_habitat,4.2772,Sheepshead (Adult),302.682186
secondary_habitat,4.2772,Sheepshead (Recruit),33.020495
secondary_habitat,4.2772,Blue Crab (Recruit),422.397163
secondary_habitat,4.2772,Common Snook (Adult),628.161272
secondary_habitat,4.2772,Common Snook (Sub-adult),13.036107
secondary_habitat,4.2772,Spotted Seatrout (Adult),126.250048
secondary_habitat,4.2772,Spotted Seatrout (Recruit),494.780842
secondary_habitat,4.2772,Gray Snapper (Recruit),61.144699
secondary_habitat,4.2772,Gray Snapper (Sub-adult),93.14478
secondary_habitat,4.2772,Gag Grouper (Sub-adult),23.640146
secondary_habitat,4.2772,Red Drum (Recruit),39.744622
secondary_habitat,4.2772,Red Drum (Sub-adult),331.055214
secondary_habitat,4.5624,Sheepshead (Adult),301.829596
secondary_habitat,4.5624,Sheepshead (Recruit),33.353187
secondary_habitat,4.5624,Blue Crab (Recruit),420.442852
secondary_habitat,4.5624,Common Snook (Adult),626.209669
secondary_habitat,4.5624,Common Snook (Sub-adult),13.112967
secondary_habitat,4.5624,Spotted Seatrout (Adult),126.038046
secondary_habitat,4.5624,Spotted Seatrout (Recruit),496.579945
secondary_habitat,4.5624,Gray Snapper (Recruit),61.821317
secondary_habitat,4.5624,Gray Snapper (Sub-adult),92.685576
secondary_habitat,4.5624,Gag Grouper (Sub-adult),23.658316
secondary_habitat,4.5624,Red Drum (Recruit),39.890852
secondary_habitat,4.5624,Red Drum (Sub-adult),330.341862
secondary_habitat,4.8475,Sheepshead (Adult),300.965867
secondary_habitat,4.8475,Sheepshead (Recruit),33.65372
secondary_habitat,4.8475,Blue Crab (Recruit),418.534317
secondary_habitat,4.8475,Common Snook (Adult),624.27039
secondary_habitat,4.8475,Common Snook (Sub-adult),13.177697
secondary_habitat,4.8475,Spotted Seatrout (Adult),125.851374
secondary_habitat,4.8475,Spotted Seatrout (Recruit),498.173599
secondary_habitat,4.8475,Gray Snapper (Recruit),62.488177
secondary_habitat,4.8475,Gray Snapper (Sub-adult),92.236449
secondary_habitat,4.8475,Gag Grouper (Sub-adult),23.675427
secondary_habitat,4.8475,Red Drum (Recruit),40.048414
secondary_habitat,4.8475,Red Drum (Sub-adult),329.519081
secondary_habitat,5.1326,Sheepshead (Adult),300.032925
secondary_habitat,5.1326,Sheepshead (Recruit),33.943261
secondary_habitat,5.1326,Blue Crab (Recruit),416.600883
secondary_habitat,5.1326,Common Snook (Adult),622.250256
secondary_habitat,5.1326,Common Snook (Sub-adult),13.258387
secondary_habitat,5.1326,Spotted Seatrout (Adult),125.654669
secondary_habitat,5.1326,Spotted Seatrout (Recruit),499.772377
secondary_habitat,5.1326,Gray Snapper (Recruit),63.143802
secondary_habitat,5.1326,Gray Snapper (Sub-adult),91.727969
secondary_habitat,5.1326,Gag Grouper (Sub-adult),23.688204
secondary_habitat,5.1326,Red Drum (Recruit),40.180596
secondary_habitat,5.1326,Red Drum (Sub-adult),328.677849
secondary_habitat,5.4178,Sheepshead (Adult),299.138231
secondary_habitat,5.4178,Sheepshead (Recruit),34.233998
secondary_habitat,5.4178,Blue Crab (Recruit),414.81665
secondary_habitat,5.4178,Common Snook (Adult),620.253225
secondary_habitat,5.4178,Common Snook (Sub-adult),13.320425
secondary_habitat,5.4178,Spotted Seatrout (Adult),125.484018
secondary_habitat,5.4178,Spotted Seatrout (Recruit),501.248999
secondary_habitat,5.4178,Gray Snapper (Recruit),63.795436
secondary_habitat,5.4178,Gray Snapper (Sub-adult),91.214568
secondary_habitat,5.4178,Gag Grouper (Sub-adult),23.700409
secondary_habitat,5.4178,Red Drum (Recruit),40.320643
secondary_habitat,5.4178,Red Drum (Sub-adult),327.809116
Technique_first,0.0,Sheepshead (Adult),304.714367
Technique_first,0.0,Sheepshead (Recruit),28.877401
Technique_first,0.0,Blue Crab (Recruit),460.338341
Technique_first,0.0,Common Snook (Adult),630.150368
Technique_first,0.0,Common Snook (Sub-adult),12.077067
Technique_first,0.0,Spotted Seatrout (Adult),131.457424
Technique_first,0.0,Spotted Seatrout (Recruit),500.652565
Technique_first,0.0,Gray Snapper (Recruit),52.367736
Technique_first,0.0,Gray Snapper (Sub-adult),98.520961
Technique_first,0.0,Gag Grouper (Sub-adult),23.465315
Technique_first,0.0,Red Drum (Recruit),38.600156
Technique_first,0.0,Red Drum (Sub-adult),334.536049
Technique_first,0.3341,Sheepshead (Adult),305.224475
Technique_first,0.3341,Sheepshead (Recruit),28.972716
Technique_first,0.3341,Blue Crab (Recruit),456.926525
Technique_first,0.3341,Common Snook (Adult),634.056679
Technique_first,0.3341,Common Snook (Sub-adult),12.058716
Technique_first,0.3341,Spotted Seatrout (Adult),130.697258
Technique_first,0.3341,Spotted Seatrout (Recruit),498.415836
Technique_first,0.3341,Gray Snapper (Recruit),51.928008
Technique_first,0.3341,Gray Snapper (Sub-adult),98.806347
Technique_first,0.3341,Gag Grouper (Sub-adult),23.240838
Technique_first,0.3341,Red Drum (Recruit),38.529738
Technique_first,0.3341,Red Drum (Sub-adult),334.679504
Technique_first,0.6683,Sheepshead (Adult),305.789843
Technique_first,0.6683,Sheepshead (Recruit),29.056145
Technique_first,0.6683,Blue Crab (Recruit),453.608883
Technique_first,0.6683,Common Snook (Adult),637.973415
Technique_first,0.6683,Common Snook (Sub-adult),12.03391
Technique_first,0.6683,Spotted Seatrout (Adult),129.930044
Technique_first,0.6683,Spotted Seatrout (Recruit),496.152987
Technique_first,0.6683,Gray Snapper (Recruit),51.491868
Technique_first,0.6683,Gray Snapper (Sub-adult),99.123745
Technique_first,0.6683,Gag Grouper (Sub-adult),23.015575
Technique_first,0.6683,Red Drum (Recruit),38.465863
Technique_first,0.6683,Red Drum (Sub-adult),334.863655
Technique_first,1.0024,Sheepshead (Adult),306.428267
Technique_first,1.0024,Sheepshead (Recruit),29.151468
Technique_first,1.0024,Blue Crab (Recruit),450.267666
Technique_first,1.0024,Common Snook (Adult),642.093483
Technique_first,1.0024,Common Snook (Sub-adult),12.02012
Technique_first,1.0024,Spotted Seatrout (Adult),129.197569
Technique_first,1.0024,Spotted Seatrout (Recruit),494.067265
Technique_first,1.0024,Gray Snapper (Recruit),51.063062
Technique_first,1.0024,Gray Snapper (Sub-adult),99.485449
Technique_first,1.0024,Gag Grouper (Sub-adult),22.803368
Technique_first,1.0024,Red Drum (Recruit),38.402444
Technique_first,1.0024,Red Drum (Sub-adult),334.985546
Technique_first,1.3366,Sheepshead (Adult),307.15101
Technique_first,1.3366,Sheepshead (Recruit),29.253085
Technique_first,1.3366,Blue Crab (Recruit),447.052094
Technique_first,1.3366,Common Snook (Adult),646.148912
Technique_first,1.3366,Common Snook (Sub-adult),12.002023
Technique_first,1.3366,Spotted Seatrout (Adult),128.502317
Technique_first,1.3366,Spotted Seatrout (Recruit),491.861712
Technique_first,1.3366,Gray Snapper (Recruit),50.627236
Technique_first,1.3366,Gray Snapper (Sub-adult),99.862729
Technique_first,1.3366,Gag Grouper (Sub-adult),22.584145
Technique_first,1.3366,Red Drum (Recruit),38.362682
Technique_first,1.3366,Red Drum (Sub-adult),335.147625
Technique_first,1.6707,Sheepshead (Adult),307.935947
Technique_first,1.6707,Sheepshead (Recruit),29.365976
Technique_first,1.6707,Blue Crab (Recruit),443.843315
Technique_first,1.6707,Common Snook (Adult),650.21895
Technique_first,1.6707,Common Snook (Sub-adult),11.991455
Technique_first,1.6707,Spotted Seatrout (Adult),127.883142
Technique_first,1.6707,Spotted Seatrout (Recruit),489.950874
Technique_first,1.6707,Gray Snapper (Recruit),50.205499
Technique_first,1.6707,Gray Snapper (Sub-adult),100.31063
Technique_first,1.6707,Gag Grouper (Sub-adult),22.376297
Technique_first,1.6707,Red Drum (Recruit),38.28883
Technique_first,1.6707,Red Drum (Sub-adult),335.443356
Technique_first,2.0049,Sheepshead (Adult),308.82932
Technique_first,2.0049,Sheepshead (Recruit),29.510588
Technique_first,2.0049,Blue Crab (Recruit),440.69643
Technique_first,2.0049,Common Snook (Adult),654.484896
Technique_first,2.0049,Common Snook (Sub-adult),11.973395
Technique_first,2.0049,Spotted Seatrout (Adult),127.201696
Technique_first,2.0049,Spotted Seatrout (Recruit),487.992867
Technique_first,2.0049,Gray Snapper (Recruit),49.785517
Technique_first,2.0049,Gray Snapper (Sub-adult),100.787113
Technique_first,2.0049,Gag Grouper (Sub-adult),22.170601
Technique_first,2.0049,Red Drum (Recruit),38.22071
Technique_first,2.0049,Red Drum (Sub-adult),335.685566
Technique_first,2.339,Sheepshead (Adult),309.711395
Technique_first,2.339,Sheepshead (Recruit),29.661284
Technique_first,2.339,Blue Crab (Recruit),437.557728
Technique_first,2.339,Common Snook (Adult),658.771397
Technique_first,2.339,Common Snook (Sub-adult),11.956164
Technique_first,2.339,Spotted Seatrout (Adult),126.521879
Technique_first,2.339,Spotted Seatrout (Recruit),486.0571
Technique_first,2.339,Gray Snapper (Recruit),49.368605
Technique_first,2.339,Gray Snapper (Sub-adult),101.24159
Technique_first,2.339,Gag Grouper (Sub-adult),21.965972
Technique_first,2.339,Red Drum (Recruit),38.137257
Technique_first,2.339,Red Drum (Sub-adult),335.995037
Technique_first,2.6732,Sheepshead (Adult),310.614492
Technique_first,2.6732,Sheepshead (Recruit),29.800936
Technique_first,2.6732,Blue Crab (Recruit),434.464912
Technique_first,2.6732,Common Snook (Adult),663.13533
Technique_first,2.6732,Common Snook (Sub-adult),11.927787
Technique_first,2.6732,Spotted Seatrout (Adult),125.872515
Technique_first,2.6732,Spotted Seatrout (Recruit),484.037992
Technique_first,2.6732,Gray Snapper (Recruit),48.942495
Technique_first,2.6732,Gray Snapper (Sub-adult),101.702537
Technique_first,2.6732,Gag Grouper (Sub-adult),21.761725
Technique_first,2.6732,Red Drum (Recruit),38.046095
Technique_first,2.6732,Red Drum (Sub-adult),336.350285
Technique_first,3.0073,Sheepshead (Adult),311.58051
Technique_first,3.0073,Sheepshead (Recruit),29.976059
Technique_first,3.0073,Blue Crab (Recruit),431.447327
Technique_first,3.0073,Common Snook (Adult),667.546165
Technique_first,3.0073,Common Snook (Sub-adult),11.885925
Technique_first,3.0073,Spotted Seatrout (Adult),125.174572
Technique_first,3.0073,Spotted Seatrout (Recruit),482.276316
Technique_first,3.0073,Gray Snapper (Recruit),48.522446
Technique_first,3.0073,Gray Snapper (Sub-adult),102.167671
Technique_first,3.0073,Gag Grouper (Sub-adult),21.562771
Technique_first,3.0073,Red Drum (Recruit),37.94157
Technique_first,3.0073,Red Drum (Sub-adult),336.734726
Technique_first,3.3414,Sheepshead (Adult),312.561246
Technique_first,3.3414,Sheepshead (Recruit),30.126509
Technique_first,3.3414,Blue Crab (Recruit),428.467308
Technique_first,3.3414,Common Snook (Adult),672.074749
Technique_first,3.3414,Common Snook (Sub-adult),11.860012
Technique_first,3.3414,Spotted Seatrout (Adult),124.483318
Technique_first,3.3414,Spotted Seatrout (Recruit),480.339851
Technique_first,3.3414,Gray Snapper (Recruit),48.105454
Technique_first,3.3414,Gray Snapper (Sub-adult),102.627407
Technique_first,3.3414,Gag Grouper (Sub-adult),21.365216
Technique_first,3.3414,Red Drum (Recruit),37.826746
Technique_first,3.3414,Red Drum (Sub-adult),337.160019
Technique_first,3.6756,Sheepshead (Adult),313.593763
Technique_first,3.6756,Sheepshead (Recruit),30.298766
Technique_first,3.6756,Blue Crab (Recruit),425.513187
Technique_first,3.6756,Common Snook (Adult),676.681257
Technique_first,3.6756,Common Snook (Sub-adult),11.813552
Technique_first,3.6756,Spotted Seatrout (Adult),123.798761
Technique_first,3.6756,Spotted Seatrout (Recruit),478.464901
Technique_first,3.6756,Gray Snapper (Recruit),47.667483
Technique_first,3.6756,Gray Snapper (Sub-adult),103.06535
Technique_first,3.6756,Gag Grouper (Sub-adult),21.16822
Technique_first,3.6756,Red Drum (Recruit),37.72121
Technique_first,3.6756,Red Drum (Sub-adult),337.604713
Technique_first,4.0097,Sheepshead (Adult),314.649518
Technique_first,4.0097,Sheepshead (Recruit),30.454202
Technique_first,4.0097,Blue Crab (Recruit),422.617767
Technique_first,4.0097,Common Snook (Adult),681.367832
Technique_first,4.0097,Common Snook (Sub-adult),11.774473
Technique_first,4.0097,Spotted Seatrout (Adult),123.097771
Technique_first,4.0097,Spotted Seatrout (Recruit),476.483524
Technique_first,4.0097,Gray Snapper (Recruit),47.225022
Technique_first,4.0097,Gray Snapper (Sub-adult),103.509185
